N,P,T,X_ZN,component,internal_dof,vertex,NP,GM,MU,X,Y,Phase,NP(FCC_A1),NP(HCP_A3),NP(LIQUID)
1.0,101325.0,850.0,0.4,AL,1,1,,-40617.99415696501,-34419.49789376148,,,,,,
1.0,101325.0,850.0,0.4,AL,1,2,,-40617.99415696501,-34419.49789376148,,,,,,
1.0,101325.0,850.0,0.4,ZN,0,0,1.0,-40617.99415696501,-49915.7385517703,0.4,0.6,LIQUID,,,
1.0,101325.0,850.0,0.4,ZN,0,1,,-40617.99415696501,-49915.7385517703,,,,,,
1.0,101325.0,850.0,0.4,ZN,0,2,,-40617.99415696501,-49915.7385517703,,,,,,
1.0,101325.0,850.0,0.4,ZN,1,0,1.0,-40617.99415696501,-49915.7385517703,0.4,0.3999999999999999,LIQUID,,,
1.0,101325.0,850.0,0.4,ZN,1,1,,-40617.99415696501,-49915.7385517703,,,,,,
1.0,101325.0,850.0,0.4,ZN,1,2,,-40617.99415696501,-49915.7385517703,,,,,,
1.0,101325.0,860.0,0.4,AL,0,0,1.0,-41420.9094105822,-35154.61405468137,0.6000000000000001,0.6,LIQUID,,,
1.0,101325.0,860.0,0.4,AL,0,1,,-41420.9094105822,-35154.61405468137,,,,,,
1.0,101325.0,860.0,0.4,AL,0,2,,-41420.9094105822,-35154.61405468137,,,,,,
1.0,101325.0,860.0,0.4,AL,1,0,1.0,-41420.9094105822,-35154.61405468137,0.6000000000000001,0.3999999999999999,LIQUID,,,
1.0,101325.0,860.0,0.4,AL,1,1,,-41420.9094105822,-35154.61405468137,,,,,,
1.0,101325.0,860.0,0.4,AL,1,2,,-41420.9094105822,-35154.61405468137,,,,,,
1.0,101325.0,860.0,0.4,ZN,0,0,1.0,-41420.9094105822,-50820.35244443343,0.4,0.6,LIQUID,,,
1.0,101325.0,860.0,0.4,ZN,0,1,,-41420.9094105822,-50820.35244443343,,,,,,
1.0,101325.0,860.0,0.4,ZN,0,2,,-41420.9094105822,-50820.35244443343,,,,,,
1.0,101325.0,860.0,0.4,ZN,1,0,1.0,-41420.9094105822,-50820.35244443343,0.4,0.3999999999999999,LIQUID,,,
1.0,101325.0,860.0,0.4,ZN,1,1,,-41420.9094105822,-50820.35244443343,,,,,,
1.0,101325.0,860.0,0.4,ZN,1,2,,-41420.9094105822,-50820.35244443343,,,,,,
1.0,101325.0,870.0,0.4,AL,0,0,1.0,-42227.42886443081,-35893.30460766873,0.6000000000000001,0.6,LIQUID,,,
1.0,101325.0,870.0,0.4,AL,0,1,,-42227.42886443081,-35893.30460766873,,,,,,
1.0,101325.0,870.0,0.4,AL,0,2,,-42227.42886443081,-35893.30460766873,,,,,,
1.0,101325.0,870.0,0.4,AL,1,0,1.0,-42227.42886443081,-35893.30460766873,0.6000000000000001,0.3999999999999999,LIQUID,,,
1.0,101325.0,870.0,0.4,AL,1,1,,-42227.42886443081,-35893.30460766873,,,,,,
1.0,101325.0,870.0,0.4,AL,1,2,,-42227.42886443081,-35893.30460766873,,,,,,
1.0,101325.0,870.0,0.4,ZN,0,0,1.0,-42227.42886443081,-51728.615249573915,0.4,0.6,LIQUID,,,
1.0,101325.0,870.0,0.4,ZN,0,1,,-42227.42886443081,-51728.615249573915,,,,,,
1.0,101325.0,870.0,0.4,ZN,0,2,,-42227.42886443081,-51728.615249573915,,,,,,
1.0,101325.0,870.0,0.4,ZN,1,0,1.0,-42227.42886443081,-51728.615249573915,0.4,0.3999999999999999,LIQUID,,,
1.0,101325.0,870.0,0.4,ZN,1,1,,-42227.42886443081,-51728.615249573915,,,,,,
1.0,101325.0,870.0,0.4,ZN,1,2,,-42227.42886443081,-51728.615249573915,,,,,,
1.0,101325.0,880.0,0.4,AL,0,0,1.0,-43037.520423341375,-36635.5440225272,0.6000000000000001,0.6,LIQUID,,,
1.0,101325.0,880.0,0.4,AL,0,1,,-43037.520423341375,-36635.5440225272,,,,,,
1.0,101325.0,880.0,0.4,AL,0,2,,-43037.520423341375,-36635.5440225272,,,,,,
1.0,101325.0,880.0,0.4,AL,1,0,1.0,-43037.520423341375,-36635.5440225272,0.6000000000000001,0.3999999999999999,LIQUID,,,
1.0,101325.0,880.0,0.4,AL,1,1,,-43037.520423341375,-36635.5440225272,,,,,,
1.0,101325.0,880.0,0.4,AL,1,2,,-43037.520423341375,-36635.5440225272,,,,,,
1.0,101325.0,880.0,0.4,ZN,0,0,1.0,-43037.520423341375,-52640.485024562615,0.4,0.6,LIQUID,,,
1.0,101325.0,880.0,0.4,ZN,0,1,,-43037.520423341375,-52640.485024562615,,,,,,
1.0,101325.0,880.0,0.4,ZN,0,2,,-43037.520423341375,-52640.485024562615,,,,,,
1.0,101325.0,880.0,0.4,ZN,1,0,1.0,-43037.520423341375,-52640.485024562615,0.4,0.3999999999999999,LIQUID,,,
1.0,101325.0,880.0,0.4,ZN,1,1,,-43037.520423341375,-52640.485024562615,,,,,,
1.0,101325.0,880.0,0.4,ZN,1,2,,-43037.520423341375,-52640.485024562615,,,,,,
1.0,101325.0,890.0,0.4,AL,0,0,1.0,-43851.15279177098,-37381.30746629433,0.6000000000000001,0.6,LIQUID,,,
1.0,101325.0,890.0,0.4,AL,0,1,,-43851.15279177098,-37381.30746629433,,,,,,
1.0,101325.0,890.0,0.4,AL,0,2,,-43851.15279177098,-37381.30746629433,,,,,,
1.0,101325.0,890.0,0.4,AL,1,0,1.0,-43851.15279177098,-37381.30746629433,0.6000000000000001,0.3999999999999999,LIQUID,,,
1.0,101325.0,890.0,0.4,AL,1,1,,-43851.15279177098,-37381.30746629433,,,,,,
1.0,101325.0,890.0,0.4,AL,1,2,,-43851.15279177098,-37381.30746629433,,,,,,
1.0,101325.0,890.0,0.4,ZN,0,0,1.0,-43851.15279177098,-53555.92077998594,0.4,0.6,LIQUID,,,
1.0,101325.0,890.0,0.4,ZN,0,1,,-43851.15279177098,-53555.92077998594,,,,,,
1.0,101325.0,890.0,0.4,ZN,0,2,,-43851.15279177098,-53555.92077998594,,,,,,
1.0,101325.0,890.0,0.4,ZN,1,0,1.0,-43851.15279177098,-53555.92077998594,0.4,0.3999999999999999,LIQUID,,,
1.0,101325.0,890.0,0.4,ZN,1,1,,-43851.15279177098,-53555.92077998594,,,,,,
1.0,101325.0,890.0,0.4,ZN,1,2,,-43851.15279177098,-53555.92077998594,,,,,,
